gene_biotype	gene_name	strand	chrom	gc_content	length
ENSG00000286827	lncRNA		-	3	39.733421458471	96563
ENSG00000286828	lncRNA		+	5	37.6353039134055	32247
ENSG00000286829	lncRNA		+	2	46.0687960687961	10297
ENSG00000286830	lncRNA		-	7	38.7724550898204	49467
ENSG00000286831	lncRNA		-	7	47.373588610702	7708
ENSG00000286832	lncRNA		-	10	44.1265060240964	2147
ENSG00000286833	lncRNA		+	2	43.6363636363636	17657
ENSG00000286834	lncRNA		-	9	44.5879617669853	29670
ENSG00000286835	lncRNA		-	9	52.4464831804281	653
ENSG00000286836	lncRNA		-	2	37.5	132156
ENSG00000286837	lncRNA		+	8	48.4385382059801	1887
ENSG00000286838	lncRNA		-	1	41.5277777777778	24669
ENSG00000286839	lncRNA		-	5	46.2022254475085	38731
ENSG00000286840	lncRNA		-	9	35.6835769561479	38667
ENSG00000286841	lncRNA		-	16	38.5038503850385	12527
ENSG00000286842	lncRNA		-	9	44.7038724373576	9580
ENSG00000286843	lncRNA		-	13	39.0995260663507	1394
ENSG00000286844	lncRNA		+	18	38.4074941451991	1488
ENSG00000286845	lncRNA		-	16	46.1315280464217	1115
ENSG00000286846	lncRNA		+	X	38.0721593968767	6068
ENSG00000286847	lncRNA		-	7	42.7031881454872	5207
ENSG00000286848	lncRNA		+	4	41.8041804180418	49071
ENSG00000286849	lncRNA		+	16	46.73304293715	2395
ENSG00000286850	lncRNA		-	9	44.1217150760719	26169
ENSG00000286851	lncRNA		+	2	43.8356164383562	1191
ENSG00000286852	lncRNA		+	21	47.9804161566707	1057
ENSG00000286853	lncRNA		+	5	39.4169835234474	31398
ENSG00000286854	lncRNA		-	3	38.265306122449	59998
ENSG00000286855	lncRNA		-	7	34.1874578556979	21814
ENSG00000286856	lncRNA		+	3	47.9028697571744	146116
ENSG00000286857	lncRNA		+	2	43.5162094763092	16120
ENSG00000286858	lncRNA		-	10	39.2603850050659	3448
ENSG00000286860	lncRNA		+	4	38.711776187378	1714
ENSG00000286861	lncRNA		-	14	41.248	12376
ENSG00000286862	lncRNA		+	4	34.8739495798319	83022
ENSG00000286863	lncRNA		+	1	38.4824770330044	470602
ENSG00000286864	lncRNA		-	2	45.6612806702573	2562
ENSG00000286865	lncRNA		-	20	46.5686274509804	3876
ENSG00000286866	lncRNA		-	12	52.0789288231149	2621
ENSG00000286867	lncRNA		-	19	53.9306846999155	5712
ENSG00000286868	lncRNA		+	2	55.4020100502513	1260
ENSG00000286869	lncRNA		-	12	42.3913043478261	39794
ENSG00000286870	lncRNA		+	3	52.0434227330779	6762
ENSG00000286871	lncRNA		+	6	41.4883720930233	7167
ENSG00000286872	lncRNA		-	15	39.3325773529888	13421
ENSG00000286873	lncRNA		+	2	48.6281929990539	3903
ENSG00000286874	lncRNA		+	7	60.9907120743034	322
ENSG00000286875	lncRNA		-	6	35.0684931506849	9796
ENSG00000286876	lncRNA		-	10	34.4673231871083	15993
ENSG00000286877	lncRNA		+	15	42.6778242677824	855
ENSG00000286878	lncRNA		+	8	48.380355276907	5769
ENSG00000286879	lncRNA		+	2	38.225138121547	4197
ENSG00000286880	lncRNA		-	19	51.9183673469388	1713
ENSG00000286881	lncRNA		+	10	59.4594594594595	295
ENSG00000286882	lncRNA		-	5	41.015625	21863
ENSG00000286883	lncRNA		+	2	61.8609406952965	7622
ENSG00000286884	lncRNA		+	15	44.3228454172367	4249
ENSG00000286885	lncRNA		-	6	45.6281947807372	13292
ENSG00000286886	lncRNA		-	21	48.339973439575	26808
ENSG00000286887	lncRNA		+	6	48.0033277870216	7996
ENSG00000286888	lncRNA		+	4	41.9161676646707	4013
ENSG00000286889	lncRNA		+	2	34.7129783693844	87821
ENSG00000286890	lncRNA		-	18	37.9553466509988	7130
ENSG00000286891	lncRNA		+	4	38.1466959931147	209050
ENSG00000286892	lncRNA		-	3	44.7585394581861	7801
ENSG00000286893	lncRNA		-	15	53.2167395377889	2860
ENSG00000286894	lncRNA		-	16	42.5180598555212	2778
ENSG00000286895	lncRNA		+	12	52.2935779816514	98901
ENSG00000286896	lncRNA		+	4	43.735658558972	11570
ENSG00000286897	lncRNA		+	15	47.7453580901857	11081
ENSG00000286898	lncRNA		+	1	59.7402597402597	1490
ENSG00000286899	lncRNA		-	1	39.2896781354051	1892
ENSG00000286900	lncRNA		+	4	51.1986301369863	2470
ENSG00000286901	lncRNA		+	16	63.6363636363636	13357
ENSG00000286902	lncRNA		-	21	41.5584415584416	3383
ENSG00000286903	lncRNA		+	12	42.3520368946964	6835
ENSG00000286904	lncRNA		-	2	54.7307132459971	15959
ENSG00000286905	protein_coding		-	2	52.9542507871828	26325
ENSG00000286906	lncRNA		-	13	37.8612716763006	3498
ENSG00000286907	lncRNA		+	12	38.4436908798858	14543
ENSG00000286908	lncRNA		+	7	37.1207942636514	10282
ENSG00000286909	lncRNA		-	3	43.6726272352132	2179
ENSG00000286910	lncRNA		+	8	46.0732984293194	3907
ENSG00000286911	lncRNA		+	12	48.2224247948952	3919
ENSG00000286912	lncRNA		-	7	41.5094339622642	3414
ENSG00000286913	lncRNA		-	3	42.7641099855282	19794
ENSG00000286914	lncRNA		-	6	44.6519524617997	4001
ENSG00000286915	lncRNA		+	3	44.1117764471058	28127
ENSG00000286916	processed_pseudogene		-	9	49.859943977591	356
ENSG00000286917	lncRNA		-	15	44.0366972477064	1591
ENSG00000286918	lncRNA		+	1	39.0284757118928	17729
ENSG00000286919	lncRNA		+	3	48.2886904761905	3723
ENSG00000286920	protein_coding	SMIM40	-	6	55.5932203389831	5651
ENSG00000286921	lncRNA		+	7	45.756880733945	4257
ENSG00000286922	lncRNA		+	12	43.3691756272401	46304
ENSG00000286923	lncRNA		+	7	54.4207317073171	13944
ENSG00000286924	lncRNA		-	10	37.9502790461695	168878
ENSG00000286926	lncRNA		-	18	53.4804753820034	728
ENSG00000286927	lncRNA		-	8	38.0580357142857	3259
ENSG00000286928	lncRNA		+	16	49.951171875	7789
ENSG00000286929	lncRNA		+	13	41.3284132841328	3408
ENSG00000286931	lncRNA		+	14	41.3656069364162	20597
ENSG00000286932	lncRNA		-	2	38.8467374810319	116516
ENSG00000286933	lncRNA		-	6	44.1803565186998	8258
ENSG00000286934	lncRNA		+	8	39.8721050812306	11639
ENSG00000286935	lncRNA		+	11	53.4233365477338	1173
ENSG00000286936	lncRNA		-	20	45.9210526315789	864
ENSG00000286937	lncRNA		+	8	31.8739989321943	54947
ENSG00000286938	lncRNA		-	7	50.6602641056423	1612
ENSG00000286939	lncRNA		-	X	54.3226684819605	1687
ENSG00000286940	lncRNA	MICB-DT	-	6	50.0740740740741	14962
ENSG00000286941	lncRNA		-	22	55.3897180762852	3303
ENSG00000286942	lncRNA		-	2	47.394540942928	2485
ENSG00000286943	lncRNA		+	11	42.193433102524	5213
ENSG00000286944	lncRNA		-	9	41.4178063075635	10964
ENSG00000286945	lncRNA		-	9	38.7950882578665	65978
ENSG00000286946	lncRNA		+	8	38.2036957455952	11418
ENSG00000286947	lncRNA		+	15	45.3639082751745	1743
ENSG00000286948	lncRNA		-	11	46.0674157303371	2219
ENSG00000286949	lncRNA		-	19	48.1680071492404	8894
ENSG00000286950	lncRNA		+	12	52.4109014675052	953
ENSG00000286951	lncRNA		-	10	39.1176470588235	6276
ENSG00000286952	lncRNA		+	3	42.0711974110032	7104
ENSG00000286953	lncRNA		-	5	34.9105914718019	83283
ENSG00000286954	lncRNA		+	6	38.8610763454318	11986
ENSG00000286955	lncRNA		-	8	39.2188336008561	1868
ENSG00000286956	lncRNA		+	3	39.7328881469115	7140
ENSG00000286957	lncRNA		+	2	52.0068109948918	6545
ENSG00000286958	lncRNA		+	10	38.2	3508
ENSG00000286959	lncRNA		-	11	44.5519019987105	29559
ENSG00000286960	lncRNA		+	11	46.3853337945348	19201
ENSG00000286961	lncRNA		+	5	36.9388369990961	12597
ENSG00000286962	lncRNA		-	3	53.3071381794368	63785
ENSG00000286963	lncRNA		+	2	50.3410641200546	32660
ENSG00000286964	lncRNA		+	X	35.0696003592277	3074
ENSG00000286965	lncRNA		-	2	42.5868325557284	4626
ENSG00000286966	lncRNA		+	1	52.280701754386	5798
ENSG00000286967	lncRNA		+	3	44.8382126348228	5260
ENSG00000286968	unprocessed_pseudogene		+	16	36.559940431869	2300
ENSG00000286969	lncRNA		-	8	46.8599033816425	1839
ENSG00000286970	lncRNA		+	5	51.4778325123153	5671
ENSG00000286971	lncRNA		+	2	45.5766192733017	9082
ENSG00000286972	lncRNA		+	20	44.1724321447578	41379
ENSG00000286973	lncRNA		+	15	44.987146529563	99260
ENSG00000286974	lncRNA		+	6	51.9114688128773	4443
ENSG00000286975	lncRNA		-	18	36.8047337278106	4952
ENSG00000286976	lncRNA		-	18	36.3005503709021	8373
ENSG00000286977	lncRNA		+	X	46.1693548387097	2085
ENSG00000286978	lncRNA		-	4	44.8478900883219	2359
ENSG00000286979	lncRNA		+	2	42.2788605697151	19104
ENSG00000286980	lncRNA		+	2	40.2857142857143	178497
ENSG00000286981	lncRNA		+	10	54.7817047817048	7646
ENSG00000286982	lncRNA		-	3	48.7707641196013	21950
ENSG00000286983	lncRNA		+	11	42.5304315750646	10549
ENSG00000286984	lncRNA		-	8	34.6650524616626	3195
ENSG00000286985	lncRNA		+	8	45.7168089490727	17128
ENSG00000286986	lncRNA		+	5	46.8298109010011	5937
ENSG00000286987	lncRNA		+	7	47.8896103896104	7326
ENSG00000286988	lncRNA		-	3	46.0438512869399	24713
ENSG00000286989	lncRNA		+	1	64.4808743169399	2389
ENSG00000286990	lncRNA		+	22	51.9677093844601	1313
ENSG00000286991	lncRNA		+	12	44.1256830601093	7219
ENSG00000286992	lncRNA		+	11	50.3219871205152	33477
ENSG00000286993	lncRNA		-	10	42.3026315789474	10404
ENSG00000286994	lncRNA		-	3	43.888354186718	1038
ENSG00000286995	lncRNA		+	7	38.0679905755638	62957
ENSG00000286996	lncRNA		+	3	36.4035087719298	4226
ENSG00000286997	lncRNA		-	17	34.683724235963	16874
ENSG00000286998	lncRNA		+	11	46.9737546866631	3301
ENSG00000286999	lncRNA		-	20	59.046357615894	3954
ENSG00000287000	lncRNA		-	15	42.4368499257058	4810
ENSG00000287001	lncRNA		-	19	47.7644492911668	11371
ENSG00000287002	unprocessed_pseudogene		+	6	56.9105691056911	122
ENSG00000287003	lncRNA		+	5	50.3950103950104	15602
ENSG00000287004	lncRNA		+	14	47.2355769230769	1288
ENSG00000287005	lncRNA		+	3	53.0366806975346	2996
ENSG00000287006	lncRNA		-	11	43.7096774193548	22379
ENSG00000287007	lncRNA		-	18	41.9265801821695	9809
ENSG00000287008	lncRNA		+	1	37.4598807886291	41131
ENSG00000287009	lncRNA		-	10	49.5251017639077	1473
ENSG00000287010	lncRNA		+	16	46.8668407310705	6743
ENSG00000287011	lncRNA		+	7	41.393182299386	5165
ENSG00000287012	lncRNA		+	3	46.0176991150442	13887
ENSG00000287014	lncRNA		-	12	39.894019682059	119499
ENSG00000287015	lncRNA		+	1	43.6717663421419	1111
ENSG00000287016	lncRNA		+	10	43.6329588014981	3235
ENSG00000287017	lncRNA		-	X	41.9062027231467	7000
ENSG00000287018	lncRNA		+	13	36.1765966566652	28907
ENSG00000287019	lncRNA		-	7	45.4873646209386	2873
ENSG00000287020	lncRNA		+	15	38.6075949367089	34360
ENSG00000287021	lncRNA		-	4	37.5	90975
ENSG00000287022	lncRNA		-	3	38.6608015640274	36426
ENSG00000287023	lncRNA		-	10	42.6271186440678	37254
ENSG00000287024	lncRNA		-	X	53.2763532763533	2460
ENSG00000287025	lncRNA		-	2	33.1219512195122	3353
ENSG00000287026	lncRNA		-	2	37.8194888178914	39981
ENSG00000287027	lncRNA		+	2	41.2333736396614	13155
ENSG00000287028	lncRNA		+	11	45.4106280193237	8846
ENSG00000287029	lncRNA		+	13	42.3754789272031	28017
ENSG00000287030	lncRNA		-	12	41	11168
ENSG00000287031	lncRNA		+	5	50.9551495016611	33016
ENSG00000287032	lncRNA		-	7	37.9695053923392	8289
ENSG00000287033	lncRNA		-	1	49.8338870431894	5883
ENSG00000287034	lncRNA		+	22	54.3224299065421	5482
ENSG00000287035	lncRNA		-	19	43.875	2428
ENSG00000287036	lncRNA		-	2	45.7342657342657	9784
ENSG00000287037	lncRNA		+	4	46.761800219539	9749
ENSG00000287038	lncRNA		+	9	44.4057682744903	14907
ENSG00000287039	lncRNA		+	7	35.9825539132542	15712
ENSG00000287040	lncRNA		+	1	47.8658536585366	2956
ENSG00000287041	lncRNA		-	2	47.9313198179561	12057
ENSG00000287042	lncRNA		+	3	44.6291560102302	15821
ENSG00000287043	lncRNA		-	10	54.5549738219895	6983
ENSG00000287044	lncRNA		-	6	40.6316789361197	116406
ENSG00000287045	lncRNA		-	3	35.43428132206	35899
ENSG00000287046	lncRNA		+	1	40.6555491661875	6916
ENSG00000287047	lncRNA		+	10	44.2808607021518	27881
ENSG00000287048	lncRNA		+	2	36.4532019704434	76970
ENSG00000287049	lncRNA		+	2	58.6618876941458	836
ENSG00000287050	lncRNA		-	6	41.9127988748242	7195
ENSG00000287051	lncRNA		-	12	39.9269628727937	7431
ENSG00000287052	lncRNA		+	8	43.385982230997	2210
ENSG00000287053	lncRNA		+	3	40.5089408528198	8452
ENSG00000287054	lncRNA		+	5	39.8721730580138	24331
ENSG00000287055	lncRNA		+	6	54.3611793611794	55257
ENSG00000287056	lncRNA		+	6	47.0964791952446	3230
ENSG00000287057	lncRNA		+	10	35.4430379746835	13798
ENSG00000287058	lncRNA		-	17	56.9620253164557	23089
ENSG00000287059	lncRNA		-	3	42.7931960608773	8534
ENSG00000287060	lncRNA		+	4	42.8412566027245	4003
ENSG00000287061	lncRNA		-	15	42.7536231884058	4016
ENSG00000287062	lncRNA		-	20	40.1384083044983	1233
ENSG00000287063	lncRNA		+	9	38.9905362776025	4036
ENSG00000287064	lncRNA		+	1	59.5588235294118	6752
ENSG00000287065	lncRNA		+	18	47.4019088016967	26266
ENSG00000287066	lncRNA		-	21	36.7088607594937	2361
ENSG00000287067	transcribed_processed_pseudogene		-	5	44.1881100266193	5000
ENSG00000287068	lncRNA		+	11	49.8293515358362	17451
ENSG00000287069	lncRNA		-	3	44.2023541197095	313610
ENSG00000287070	lncRNA		-	9	43.4121621621622	591
ENSG00000287071	transcribed_unprocessed_pseudogene	CDRT15P4	+	2	59.5555555555556	9190
ENSG00000287072	lncRNA		-	4	35.5985037406484	38320
ENSG00000287073	lncRNA		-	3	48.2439926062847	1385
ENSG00000287074	lncRNA		+	12	42.9771908763505	957
ENSG00000287075	lncRNA		-	12	47.6190476190476	5303
ENSG00000287076	lncRNA		+	1	55.2312408369985	6044
ENSG00000287077	lncRNA		+	10	53.7535410764873	2898
ENSG00000287078	lncRNA		+	1	46.0063897763578	2422
ENSG00000287079	lncRNA		+	20	44.9088483770565	4974
ENSG00000287080	protein_coding	H3C3	+	6	57.6131687242798	485
ENSG00000287081	lncRNA		+	4	35.1993865030675	5875
ENSG00000287082	lncRNA		+	21	47.8136882129278	1322
ENSG00000287083	lncRNA		-	4	41.7333961375412	136019
ENSG00000287084	lncRNA		+	6	43.6603424340583	9287
ENSG00000287085	lncRNA		-	2	45.1437873033098	2729
ENSG00000287086	lncRNA		-	3	41.9437340153453	3340
ENSG00000287087	lncRNA		+	5	36.6585563665856	1906
ENSG00000287088	lncRNA		+	21	53.5698248765155	2973
ENSG00000287089	lncRNA		+	6	54.5818505338078	2818
ENSG00000287090	lncRNA		-	5	48.6428263679448	6659
ENSG00000287091	lncRNA		-	2	53.1746031746032	755
ENSG00000287092	lncRNA		-	6	40.9523809523809	486394
ENSG00000287093	lncRNA		-	7	52.7945619335347	17052
ENSG00000287094	lncRNA		+	6	44.5530726256983	4566
ENSG00000287095	lncRNA		+	8	42.3763179237632	19471
ENSG00000287096	lncRNA		+	7	44.7794117647059	5366
ENSG00000287097	lncRNA		+	6	46.09375	179286
ENSG00000287098	lncRNA		-	X	48.7135506003431	1408
ENSG00000287099	lncRNA		-	4	41.6666666666667	2690
ENSG00000287100	lncRNA		+	6	35.5134074558535	41909
ENSG00000287101	lncRNA		-	4	36.258776328987	123860
ENSG00000287102	lncRNA		+	1	47.7855477855478	857
ENSG00000287103	lncRNA		-	1	54.6632124352332	8233
ENSG00000287104	lncRNA		-	4	49.5949594959496	1110
ENSG00000287105	lncRNA		-	8	42.130460801915	31790
ENSG00000287106	lncRNA		-	16	44.7470817120623	2110
ENSG00000287107	lncRNA		+	20	51.617873651772	16575
ENSG00000287108	lncRNA		-	15	45.7872340425532	3535
ENSG00000287109	lncRNA		-	21	38.2172701949861	8558
ENSG00000287110	lncRNA		-	3	47.149687385068	3869
ENSG00000287111	unprocessed_pseudogene		+	14	56.7901234567901	161
ENSG00000287112	lncRNA		+	12	49.3284493284493	2432
ENSG00000287113	lncRNA		-	1	55.6552962298025	556
ENSG00000287114	lncRNA		+	17	52.5477707006369	6697
ENSG00000287115	lncRNA		-	2	57.5645756457565	1099
ENSG00000287116	lncRNA		+	1	44.205298013245	3596
ENSG00000287117	lncRNA		-	4	48.0936454849498	124312
ENSG00000287118	lncRNA		-	14	40.7457935425193	4677
ENSG00000287119	lncRNA		+	2	47.1786833855799	4406
ENSG00000287120	lncRNA		-	10	38.5170919595571	16930
ENSG00000287121	lncRNA		-	16	49.9168053244592	7520
ENSG00000287122	lncRNA		+	15	50.2906976744186	30102
ENSG00000287123	lncRNA		+	2	50.6872852233677	11279
ENSG00000287124	lncRNA		+	10	37.984496124031	86765
ENSG00000287125	lncRNA		+	16	58.1954887218045	11366
ENSG00000287126	lncRNA		-	2	53.4907388560961	6595
ENSG00000287127	lncRNA		-	8	38.0566801619433	68596
ENSG00000287128	lncRNA		+	13	38.2036685641999	10881
ENSG00000287129	lncRNA		-	2	35.7954545454545	2702
ENSG00000287130	lncRNA		+	2	51.5625	14021
ENSG00000287131	lncRNA		+	3	49.8871331828442	997
ENSG00000287132	lncRNA		+	12	36.4970197157267	3316
ENSG00000287133	lncRNA		+	2	40.1797175866496	2592
ENSG00000287134	lncRNA		+	8	36.2391681109185	59736
ENSG00000287135	lncRNA		+	2	41.4855660071359	7664
ENSG00000287136	lncRNA		+	12	56.7849686847599	1306
ENSG00000287137	lncRNA		-	6	38.863287250384	40864
ENSG00000287138	lncRNA		+	6	47.3509933774834	1817
ENSG00000287139	lncRNA		+	9	37.4930977360574	18320
ENSG00000287140	lncRNA		+	3	40.6721027921917	9937
ENSG00000287141	lncRNA		-	2	43.5661764705882	2625
ENSG00000287142	lncRNA		+	14	45.1121076233184	4311
ENSG00000287143	lncRNA		+	3	44.831013916501	8063
ENSG00000287144	lncRNA		+	4	44.6866485013624	108266
ENSG00000287145	lncRNA		+	2	46.3274336283186	15478
ENSG00000287146	lncRNA		+	22	51.0392609699769	36932
ENSG00000287147	lncRNA		+	2	43.5314685314685	57802
ENSG00000287148	lncRNA	LINCADL	+	5	45.873320537428	2028
ENSG00000287149	lncRNA		+	2	37.6953554919657	179458
ENSG00000287150	lncRNA		-	10	41.4657666345227	40022
ENSG00000287151	lncRNA	C2orf27A	+	2	38.1384564425306	119414
ENSG00000287152	lncRNA		+	8	39.0146471371505	12917
ENSG00000287153	lncRNA		-	14	39.0168970814132	3932
ENSG00000287154	lncRNA		+	4	53.1623931623932	74277
ENSG00000287155	lncRNA		-	3	47.265625	33302
ENSG00000287156	lncRNA		+	14	56.1515748031496	7563
ENSG00000287157	lncRNA		-	1	48.6797562626947	7455
ENSG00000287158	lncRNA		+	3	40.719696969697	97780
ENSG00000287159	lncRNA		-	13	38.8940955951265	67079
ENSG00000287160	lncRNA		+	X	45.8346333853354	22524
ENSG00000287161	lncRNA		+	16	50.6371049949032	61912
ENSG00000287162	lncRNA		+	5	44.3333333333333	849
ENSG00000287163	lncRNA		+	16	53.8192011212334	2089
ENSG00000287164	lncRNA		+	4	48.5762144053601	9524
ENSG00000287165	lncRNA		-	2	45.1020408163265	798
ENSG00000287166	lncRNA		+	8	48.0655737704918	2727
ENSG00000287167	lncRNA		-	14	52.6033279656468	2078
ENSG00000287168	lncRNA		-	9	65.6136087484812	1165
ENSG00000287169	lncRNA		+	4	46.0559796437659	2507
ENSG00000287170	lncRNA		+	19	48.2008368200837	6749
ENSG00000287171	lncRNA		-	X	38.3464180569185	17399
ENSG00000287172	lncRNA		+	2	39.7209905915432	214470
ENSG00000287173	lncRNA		+	10	44.705174488568	5713
ENSG00000287174	lncRNA		-	4	40.8477842003854	17266
ENSG00000287175	lncRNA		+	10	49.5412844036697	6334
ENSG00000287176	lncRNA		-	5	35.7775590551181	148807
ENSG00000287177	lncRNA		+	1	39.6046353101568	5348
ENSG00000287178	lncRNA		-	3	42.827868852459	40914
ENSG00000287179	lncRNA		+	5	40.8071748878924	2198
ENSG00000287180	lncRNA		+	5	36.6734279918864	53398
ENSG00000287181	lncRNA		-	4	41.6045845272206	6201
ENSG00000287182	lncRNA		-	4	50.6024096385542	7238
ENSG00000287183	lncRNA		-	4	48.2857142857143	8494
ENSG00000287184	lncRNA		+	7	48.6263736263736	1455
ENSG00000287185	lncRNA		-	8	45.561477669546	5121
ENSG00000287186	lncRNA		+	7	38.1665107577175	2122
ENSG00000287187	lncRNA		+	9	45.5607476635514	2345
ENSG00000287188	lncRNA		-	4	33.0940687570835	24764
ENSG00000287189	lncRNA		+	6	47.7722772277228	7898
ENSG00000287190	lncRNA		-	1	44.5676274944568	1803
ENSG00000287191	lncRNA		-	15	46.4807436918991	855
ENSG00000287192	lncRNA		+	1	56.5256525652565	1110
ENSG00000287193	lncRNA		+	17	44.1289332310054	1302
ENSG00000287194	unprocessed_pseudogene		+	16	57.8947368421053	75
ENSG00000287195	lncRNA		+	8	43.8174681059863	10905
ENSG00000287196	lncRNA		-	17	48.7025948103792	589
ENSG00000287197	lncRNA		-	1	47.6515455640305	6610
ENSG00000287198	lncRNA		+	3	43.5389988358556	33385
ENSG00000287199	lncRNA		-	5	39.9581589958159	1541
ENSG00000287200	lncRNA		-	12	50.2448579823702	5222
ENSG00000287201	lncRNA		+	8	38.3159268929504	2764
ENSG00000287202	lncRNA		+	12	39.572864321608	7664
ENSG00000287203	lncRNA		-	5	48.3428571428571	4757
ENSG00000287204	lncRNA		+	8	42.4242424242424	10105
ENSG00000287205	lncRNA		-	1	51.1041009463722	1881
ENSG00000287206	lncRNA		+	3	47.5346687211094	10884
ENSG00000287207	lncRNA		+	3	39.8898505114083	3166
ENSG00000287208	lncRNA		-	8	38.7387387387387	8941
ENSG00000287209	lncRNA		+	18	37.3634120549877	13292
ENSG00000287210	lncRNA		-	4	38.3435582822086	30388
ENSG00000287211	lncRNA		+	20	38.2936507936508	52208
ENSG00000287212	lncRNA		+	9	45.1487710219922	866
ENSG00000287213	lncRNA		+	20	51.2847965738758	7255
ENSG00000287214	lncRNA		-	8	50.2958579881657	1594
ENSG00000287215	lncRNA		-	X	40.2120535714286	70083
ENSG00000287216	lncRNA		-	4	41.6064981949458	21997
ENSG00000287217	lncRNA		-	1	43.3076384022425	8384
ENSG00000287218	lncRNA		+	1	52.1402784940691	3451
ENSG00000287219	lncRNA		+	22	52.3711340206186	1924
ENSG00000287220	lncRNA		+	1	49.5906432748538	1553
ENSG00000287221	lncRNA		-	10	44.3360840210052	3356
ENSG00000287222	lncRNA		+	8	50.3365744203441	3343
ENSG00000287223	lncRNA		-	X	35.2529182879377	32683
ENSG00000287224	lncRNA		-	1	43.8559322033898	1855
ENSG00000287225	lncRNA		-	22	51.9322667774777	15189
ENSG00000287226	lncRNA		-	4	40.5539772727273	165692
ENSG00000287227	lncRNA		-	11	36.2099125364431	24775
ENSG00000287229	lncRNA		+	12	50.3861880963199	8195
ENSG00000287230	lncRNA		-	8	48.0452674897119	10593
ENSG00000287231	lncRNA		-	10	37.5249500998004	202676
ENSG00000287232	lncRNA		+	3	52.7428234368856	34510
ENSG00000287233	lncRNA		+	9	48.5309017223911	2337
ENSG00000287234	lncRNA		-	9	54.014598540146	410
ENSG00000287235	lncRNA		-	10	56.7670767925329	3586
ENSG00000287236	lncRNA		+	22	49.6545768566494	2389
ENSG00000287237	lncRNA		-	12	52.8301886792453	1751
ENSG00000287238	lncRNA		-	11	48.9113530326594	8308
ENSG00000287239	lncRNA		+	4	38.3108935128519	4186
ENSG00000287240	lncRNA		-	12	54.8421052631579	1066
ENSG00000287241	lncRNA		-	20	39.7476340694006	3295
ENSG00000287242	lncRNA		+	12	51.2575888985256	22007
ENSG00000287243	lncRNA	THCAT155	-	12	43.5806687820356	9105
ENSG00000287244	lncRNA		-	1	55.0802139037433	934
ENSG00000287245	lncRNA		+	11	40.5573593073593	29415
ENSG00000287246	lncRNA		+	10	38.2118451025057	11590
ENSG00000287247	lncRNA		-	13	38.0681818181818	7281
ENSG00000287248	lncRNA		+	18	40.4458598726115	2798
ENSG00000287249	lncRNA		+	7	47.5581395348837	88176
ENSG00000287250	lncRNA		-	2	37.6083188908146	1439
ENSG00000287251	lncRNA		-	11	45.5641688199828	35456
ENSG00000287252	lncRNA		+	6	43.1115957833515	3314
ENSG00000287253	lncRNA		-	6	42.2297297297297	2574
ENSG00000287254	lncRNA		+	19	51.0416666666667	2112
ENSG00000287255	lncRNA		+	2	43.3583959899749	10975
ENSG00000287256	lncRNA		-	16	45.9119496855346	70313
ENSG00000287257	lncRNA		-	17	57.1028037383178	1645
ENSG00000287258	lncRNA		-	6	45.710928319624	58842
ENSG00000287259	lncRNA		+	1	48.586456278764	6195
ENSG00000287260	lncRNA		+	6	47.0284237726098	11516
ENSG00000287261	lncRNA		+	10	52.3629489603025	7459
ENSG00000287262	lncRNA		-	4	45.4960091220068	6678
ENSG00000287263	lncRNA		-	5	51.1724915445321	9640
ENSG00000287264	lncRNA		+	11	43.7115215479332	13280
ENSG00000287265	lncRNA		-	6	47.8473019517796	6570
ENSG00000287266	lncRNA		-	6	44.5578231292517	4526
ENSG00000287267	lncRNA		+	15	42.1965317919075	1289
ENSG00000287268	lncRNA		+	6	40.6763738844528	12590
ENSG00000287269	lncRNA		+	22	53.7462537462537	8109
ENSG00000287270	lncRNA		-	13	44.8717948717949	17637
ENSG00000287271	lncRNA		+	19	50.3387180823346	39366
ENSG00000287272	lncRNA		+	19	49.4724501758499	29600
ENSG00000287273	lncRNA		+	3	31.5789473684211	6442
ENSG00000287274	lncRNA		+	13	47.6456504389465	4695
ENSG00000287275	lncRNA		+	19	43.7693498452012	4269
ENSG00000287276	transcribed_unprocessed_pseudogene		+	9	46.0980036297641	77052
ENSG00000287277	lncRNA		-	10	42.2587852935202	294194
ENSG00000287278	lncRNA		+	10	44.6947972142565	6044
ENSG00000287279	lncRNA		+	6	44.0106692531523	14677
ENSG00000287280	lncRNA		-	15	47.1550497866287	74360
ENSG00000287281	lncRNA		+	18	46.891288160834	13048
ENSG00000287282	lncRNA		+	1	46.6718872357087	2865
ENSG00000287283	lncRNA		-	1	38.4401114206128	3324
ENSG00000287284	lncRNA		+	2	36.3924050632911	6953
ENSG00000287285	lncRNA		+	22	41.3212435233161	7215
ENSG00000287286	lncRNA		+	3	45.8233173076923	9547
ENSG00000287287	lncRNA		-	9	50.2262443438914	836
ENSG00000287288	lncRNA		+	20	49.0331491712707	17930
ENSG00000287289	lncRNA		+	8	41.2336573918874	6241
ENSG00000287290	lncRNA		-	4	34.7642505277973	201226
ENSG00000287291	lncRNA		-	2	44.6428571428571	286398
ENSG00000287292	lncRNA		+	4	42.5094517958412	578921
ENSG00000287293	lncRNA		-	6	46.509009009009	31808
ENSG00000287294	lncRNA		+	6	36.8731563421829	1209
ENSG00000287295	lncRNA		-	18	44.4444444444444	1887
ENSG00000287296	lncRNA		-	19	58.761329305136	661
ENSG00000287297	lncRNA		-	6	52.3012552301255	14039
